"anon_screen_name","gender","year_of_birth","level_of_education","country_three_letters","country_name"
"ffb512973877d743e08564b09ad7379f50a47522","m","1974","Bachelors","CAN","Canada"
"2351d660a70e056bd5a8f659a14f84d6eb1b232d","m","1989","Bachelors","USA","United States"
"1ff309ea13ea9ad0935cb5dfed7b8c9e91162a34","",\N,"User withheld","CHN","China"
"a1a4b8946071d91f30ae33e3468b1ddba0782a05","m","1994","Bachelors","DNK","Denmark"
"41d82c6502a04daa957f024281c2ea832cc051c9","m","1992","Bachelors","IND","India"
"f9ab027b9e60ac86f7d6c6eb8c177fb06b007123","m","1996","Secondary/High School","MYS","Malaysia"
"ccd1e90152ff10f4e4d1adcdf1e314c246bd22fa","m","1997","Bachelors","THA","Thailand"
"ee0dffff39d4b923c88bff2a4764cefe1d582397","m",\N,"Secondary/High School","DEU","Germany"
"b2517d085efc11d95615782014cc483e467faef3","m","1980","Masters or professional degree","USA","United States"
"459612b59d735bc8517d2904fd7f9d7eca97c162","m","1989","Bachelors","USA","United States"
"76826d95a5e80a415dd73149bf856800e45bbdfd","f","1993","Associates","VNM","Viet Nam"
"7797842604224814c51c3d14cbfa846264ba5d62","m","1993","Bachelors","IND","India"
"69a4580266e80fadf1faa2e83a44fb9c88bbaabd","m","1986","Bachelors","SGP","Singapore"
"a6f40f26a3ff7b0112738872baff0ff2ff65a23d","m","1971","Bachelors","USA","United States"
"4a9b0f56fc85a5402643c8cb8bbae339744cb431","",\N,"User withheld","ITA","Italy"
"46216fb4d27a3cd2209142c4a996b057a209c0cc","m","1994","Bachelors","USA","United States"
"697257b3d9820c5c863b7de4c2377fcd980e5611","m","1984","Doctorate","AUS","Australia"
"7a9f7344ab129930ecccf2f716360770e28ef164","f","1997","Junior secondary/junior high/middle School","IND","India"
"135ad11b65bb356ac1554c6750b90141e1ad978c","f","1991","Masters or professional degree","NZL","New Zealand"
"64f549d55b3eb44b1531a0a45039ffd3d2ea4d02","f","1996","Bachelors","ZZZ","Reserved"
"64f549d55b3eb44b1531a0a45039ffd3d2ea4d02","f","1996","Bachelors","USA","United States"
"64f549d55b3eb44b1531a0a45039ffd3d2ea4d02","f","1996","Bachelors","JPN","Japan"
"64f549d55b3eb44b1531a0a45039ffd3d2ea4d02","f","1996","Bachelors","CHN","China"
"ff9317036c4d79e6112d1d3e80679c002db08079","m","1992","Bachelors","IND","India"
"37e0872df2b2c2ba9c68638307cb82c747d33b84","m","1988","Masters or professional degree","TUR","Turkey"
"16b1f849f723fc37dd4b7f1c8ceaf3406b3ec83a","",\N,"User withheld","KOR","Korea Republic of"
"e2ce67f402a77b649adec611e75d50a84360c58a","m","1994","Secondary/High School","BRA","Brazil"
"39505ca841b64dc9fa29450aa508f8d3ecd7c8a2","m","1998","Junior secondary/junior high/middle School","BRA","Brazil"
"b023491af325c062add071239c067ca4ab92d345","","1977","Masters or professional degree","USA","United States"
"32a0976cb9cbaa9f359f9f17d65f031b9bb97cf2","f","1991","Masters or professional degree","CHN","China"
"1c67a5582ba10f7031ba879633b62d3d3c4dc86b","m","1990","Bachelors","PAK","Pakistan"
"aa73c23bf70bdd8b08e5c7c400612cb8b2ab11b5","m","1987","Bachelors","ZZZ","Reserved"
"5c455b54b65b6983877a4522f042d0efe1b777c8","f","1995","Secondary/High School","LTU","Lithuania"
"bda31b0ddef3dd5c91f940b0a7178299f983714f","m","1985","Bachelors","IRL","Ireland"
"bda31b0ddef3dd5c91f940b0a7178299f983714f","m","1985","Bachelors","ZZZ","Reserved"
"bda31b0ddef3dd5c91f940b0a7178299f983714f","m","1985","Bachelors","USA","United States"
"bda31b0ddef3dd5c91f940b0a7178299f983714f","m","1985","Bachelors","GBR","United Kingdom"
"bda31b0ddef3dd5c91f940b0a7178299f983714f","m","1985","Bachelors","THA","Thailand"
"c9e96ad9fcf6b8b0f2f6608b33ab240a2a12cab9","f","1979","Masters or professional degree","TLS","Timor-leste"
"f0e739d503d5cb94075d29f5f819a144c6fa4799","m","1982","Doctorate","USA","United States"
"c6760ad93e606948fb0895dcb826ae1ff7568d60","m","1978","Associates","USA","United States"
"5f8ea8d2bbea6ab9a825afc575f2f4d22d77fd05","f","1989","Bachelors","ISR","Israel"
"5f78c4f258e0a1210d1192011f67b1f915fcaa87","m","1985","Masters or professional degree","MEX","Mexico"
"59d5591798f1c5a9c8d8d57453c8f91363a6174d","m","1992","Bachelors","DEU","Germany"
"59d5591798f1c5a9c8d8d57453c8f91363a6174d","m","1992","Bachelors","IND","India"
"e937eccbc177033aa6ce99500bf541d29835f233","m","1991","Bachelors","GBR","United Kingdom"
"32de710fdfb894f6614d85d2ae6eac6bcd9e1823","",\N,"User withheld","CHN","China"
"662babfc040e6f33302be1344309dbd6b7474863","m","1958","Bachelors","GBR","United Kingdom"
"ae149d2c9c439e9ab86fddc787298706e46109e9","f","1983","Masters or professional degree","CAN","Canada"
"d6a7a6b3ded1df7ee0d2987ded8a1a180266a8ed","f","1998","Junior secondary/junior high/middle School","CAN","Canada"
"0aa57b94aa23006a4674d44ee79206d9fe8abc69","f","1982","Masters or professional degree","AUS","Australia"
"7788beb03fc9783238c6a7e6ab7dd50ff5296afd","m","1966","Bachelors","CZE","Czech Republic"
"fe5eaca0cdb01e39e94f11984aba7972560e45de","m","1967","Masters or professional degree","GBR","United Kingdom"
"fe5eaca0cdb01e39e94f11984aba7972560e45de","m","1967","Masters or professional degree","JOR","Jordan"
"5e4db36a82c721b5256ae9d567cf34d85b2702ab","m","1980","Doctorate","USA","United States"
"5e4db36a82c721b5256ae9d567cf34d85b2702ab","m","1980","Doctorate","ZZZ","Reserved"
"d0516e1efe5c975f2339a5905d7af52c5a5c73f9","m","1994","Bachelors","IND","India"
"6dbf6384ea3634e4eee13557bedff32a3349d4be","m","1986","Secondary/High School","USA","United States"
"23c4ffff0c34f6d86918e48e3123b9af598b22b8","m","1965","Doctorate","USA","United States"
"7703c9d1b59a300e16a2f543a9a23f2a12baabe5","f","1986","Masters or professional degree","MAR","Morocco"
"d1d83a53f76039809a68a518e0f473ddc7db529c","m","1973","Secondary/High School","CHN","China"
"ea984af191e95c9ddc7b590d898269700c9e0b19","m","1990","Masters or professional degree","USA","United States"
"05fc65b409a9de1f355c70ac2594afc9f5a0a06b","m","1971","Masters or professional degree","SGP","Singapore"
"2d4acdc7a4eea19fdea10f6e0848e2bf3cb95dbe","f","1993","Bachelors","CHN","China"
"54e24d5a9bc7a983f901693a5c5072e71e81556b","f","1995","Secondary/High School","CHN","China"
"738f336c0f3f75a7dae23c0333eac7d30c1f462d","",\N,"User withheld","USA","United States"
"33c2063e349df77dd503d14669b982a9d7e09cea","m","1947","Masters or professional degree","USA","United States"
"f555c9a0287a8d9a9a9e12afffd7dbf9d34e1d3b","m","1986","Bachelors","CHN","China"
"b3c75d2951ae4eef7e992330d1e5626c784394bb","m","1953","Associates","CAN","Canada"
"e17672a5958ed56e0a2991783347c635de9c9c90","m","1990","Bachelors","USA","United States"
"e17672a5958ed56e0a2991783347c635de9c9c90","m","1990","Bachelors","SEN","Senegal"
"b74ab2daa9081fb92912d97892325fe81af35fb1","f","1946","Bachelors","ITA","Italy"
"ddc83aaa98930ed4c5eb8c3e64c3e65088783644","m","1987","Junior secondary/junior high/middle School","THA","Thailand"
"20b1f22a7d08a428baebc6e83ffca26dd2f14381","m","1951","Doctorate","USA","United States"
"959a290c5a38a77fc507d4e7dba46872e76caa1d","m","1985","Doctorate","USA","United States"
"d8b6509b9d07cc45f117853504ac6fe9b399bae0","m","1987","Bachelors","ZAF","South Africa"
"d8b6509b9d07cc45f117853504ac6fe9b399bae0","m","1987","Bachelors","ZZZ","Reserved"
"e992891d521130c2377be54efc8aa37b32ff03da","m","1956","Doctorate","USA","United States"
"5208ea9edf1c70e57c7ccb4804cb4dbe08e5c097","m","1996","None","GBR","United Kingdom"
"3e89550e8647508cfa9ed7caed929e1e74cc62c0","m","1986","Bachelors","GBR","United Kingdom"
"ab1f3dc31cab719a9697409754576f1572e82940","m","1986","Bachelors",\N,\N
"3044754a8238d3014b84cc020dda943bbd000eb5","m","1991","Bachelors","COL","Colombia"
"b2761f9a2ee6a5551b28ae0f5a1fb3a0e5bb270c","f","1992","Bachelors","USA","United States"
"ca2b02081a2337b22b0cbded396ae5dc2b5338ae","f","1988","Bachelors","CHN","China"
"6e0c20d61c2cad891c6564fa20c16ddc2c815c9e","m","1993","Bachelors","IND","India"
"e0c9597c4d345aa70f75186a991c83733c63b57b","f","1997","Junior secondary/junior high/middle School","IND","India"
"467aa4f2a5a7a6df73b4300d9a9c27bfe9e0cfd8","m","1980","Junior secondary/junior high/middle School","NOR","Norway"
"467aa4f2a5a7a6df73b4300d9a9c27bfe9e0cfd8","m","1980","Junior secondary/junior high/middle School","HUN","Hungary"
"43814c00d6babb21b6a448fd3e69ba53a72d427a","f","1978","Secondary/High School","BHR","Bahrain"
"a158387d6836196b07154961229433f9a4450360","",\N,"User withheld","THA","Thailand"
"77110ce86cbd5a064be42b74e42b8f966b8b8d0c","f","1989","Masters or professional degree","USA","United States"
"77110ce86cbd5a064be42b74e42b8f966b8b8d0c","f","1989","Masters or professional degree","ZZZ","Reserved"
"f3a93558c538933d2b67d44fd1d9810628cb2f52","m","1986","Masters or professional degree","USA","United States"
"809bc2e71014c057848351ecdde6be2e60ba5101","m","1995","Secondary/High School","TUR","Turkey"
"3e78a7f9a4c95c2131789e81421fb7dedd355d8f","",\N,"User withheld","GBR","United Kingdom"
"3cc1b218941baac8e21ee60b6b0f8b4e1e0b127c","",\N,"User withheld","USA","United States"
"fba79d8155d64df7647d28641fc3bc47571e8ebc","f","1996","Secondary/High School","USA","United States"
"3592eec326ee329199c68f061049918b90208741","m","1988","Masters or professional degree","USA","United States"
"4cb2e99529fcc87811a47820c650bece953dfbd8","m","1985","Secondary/High School","USA","United States"
"87ff651d7ded6ff656baf77c89d81f2bfbf3acf5","m","1992","Bachelors","IND","India"
"f9da5092924a77219f16fac083a635333b4dca3c","m","1978","Doctorate","ROM","Romania"
"770c605da23849e21b213db170a4d0c0c82559f0","m","1982","Bachelors","NGA","Nigeria"
"803543bd2ac692a7e2e9bbd0465752ff271ef1ca","m","1996","Secondary/High School","IND","India"
"50ec8e2d3adefe8e8a5b717291c9f263085c26d0","f",\N,"User withheld","GBR","United Kingdom"
"50ec8e2d3adefe8e8a5b717291c9f263085c26d0","f",\N,"User withheld","DEU","Germany"
"d56485e216ab256a0ffbe2f89627bed6667ca83a","m","1997","Secondary/High School","CZE","Czech Republic"
"8f26b7a3c0eadd4b68e5b3f8cf94c6f338c851f8","m","1987","Masters or professional degree","CZE","Czech Republic"
"bddbcd8af85e5e8d92449eb113f5ff52c0ec88ef","m","1973","Other","THA","Thailand"
"4b590ca591f4b1e8481094cf798d55a4427eace7","m","1992","Bachelors","GBR","United Kingdom"
"4b590ca591f4b1e8481094cf798d55a4427eace7","m","1992","Bachelors","CHN","China"
"23815a33fff13f85ca758ee458000414dd4c78f3","f","1999","Secondary/High School","GBR","United Kingdom"
"affded50b860b448fb691dafb083841ff83ae854","f","1997","Junior secondary/junior high/middle School","LVA","Latvia"
"f0776845f29d0ad3c68ac6275749b665c2c50b53","m","1998","Secondary/High School","GBR","United Kingdom"
"f0a9907cc050746a1c427d8f6f6fa8874be388e9","m","1975","Doctorate","CHN","China"
"a955ff1d46b9b9a32df36ea5c58cefbc900ecca2","",\N,"User withheld","USA","United States"
"ef049f5e0ecd66a2c490bb7812e10fa7cffa690f","",\N,"User withheld","NZL","New Zealand"
"fdd04d33e9f71104d0862cb12fc2f9ac1e765631","m","1996","Secondary/High School","IND","India"
"5ef6a49acc7123688c9edb75d4221b844807daf4","m","1995","Secondary/High School","MNE","Montenegro"
"4da583e342153538909c3a6626d79c0b48c3794f","m","1985","Masters or professional degree","UKR","Ukraine"
"2fb4bc77bfa0f1ea476dc631c7fe2bad4279908e","","1987","Masters or professional degree","IND","India"
"50c3c04abaafceac3726c353d92c2bd28792c3b8","",\N,"User withheld","NZL","New Zealand"
"b728342eb406045b8a2b64b01f19c985a05d668a","f","2002","Junior secondary/junior high/middle School","USA","United States"
"85beecdaaf387cb81730d1721fc9c1c9bd640078","m","1989","Secondary/High School","DEU","Germany"
"9fd35ad4dc7520132d659f83000c517584d3c5f7","f","1989","Masters or professional degree","USA","United States"
"b2b8d56f2a1722c3c2f3b69369efb6f04a73205d","f","1992","Bachelors",\N,\N
"4692fadb32d711b51475b57ec6f1707727084795","m","1999","Secondary/High School",\N,\N
"30694a9ab83effe41a9302277d6281922121c908","m","1984","Masters or professional degree","USA","United States"
"0267cbde5ce8009fa682fb1ef9614a346dbf51e9","",\N,"User withheld","TWN","Taiwan; Republic of China (ROC)"
"bd68f21586ccebb75d37e0cf6b832d8c01c706c5","m","1998","Secondary/High School","USA","United States"
"9863cf2a28d935fb90a90933246416de05a4a73c","f","1998","Junior secondary/junior high/middle School","USA","United States"
"5785b2f6764ad962bdd2c8faa4697d201ba4f799","",\N,"User withheld","CHN","China"
"a19b7b746c9408131e316c1273d66eb1468aa296","m","1989","Bachelors","HKG","Hong Kong"
"e92d2c6e2f09f64c5e140036cfb315788b2dabcb","","1975","Masters or professional degree","NGA","Nigeria"
"aa46e93272cb44075793ba3d104a241b95d53085","f","1995","Bachelors","AUS","Australia"
"e5af99eeb1d08fcbc85c07cd0936f68a54c04517","f","1989","Bachelors","ZZZ","Reserved"
"6ecec48f64ceb3c763366b6d13507a637f6a7bd0","m","1983","Masters or professional degree","GBR","United Kingdom"
"0c2e19b3af80b4a2f11990cb22d59608195a9117","m","1993","Bachelors","IND","India"
"e1d564a0e75c8104bd9c5e9061be073ab6880dec","m","1991","Bachelors","CHN","China"
"062297e0cd026410b619cddcd0d10eb1eaf55b7c","f","1986","Masters or professional degree","USA","United States"
"b837e75012ae0dfb683f8b8991cfa2b1980bcdc2","m","1953","Associates","CAN","Canada"
"5a7b6e02cb3f757116591ed2140f8ec2a5fd63a5","m","1981","Masters or professional degree","ROM","Romania"
"fb5a460bcf3d60e3fe5eb1af29851b98c17ea1d6","f","1985","Bachelors","USA","United States"
"4cc10f2154b82ecbc89870a5a84e78f476d5430a","m","1999","Secondary/High School","USA","United States"
"1118365b2daa39dd3cc98226cc777d95c8cf37c4","m","1975","Masters or professional degree","CAN","Canada"
"a0e147a6d42cce412fe36271364ca7cf3b5eeea7","m","1986","Bachelors","SGP","Singapore"
"75b6e06df90d7115e9ba660f70d2ba7cdde52bb6","m","1961","Doctorate","CAN","Canada"
"016a1a1779aa7689274ca40297a6f12265df555e","f","1994","Secondary/High School","USA","United States"
"1be4224633705a00076aaa96b3050976aa9f311a","f","1987","Bachelors","ROM","Romania"
"fa40261be84b1339770e4a005184c5587084d243","m","2000","Junior secondary/junior high/middle School","AUS","Australia"
"d30021daa039238064ffe66c3427b25267e9d8d9","m","1997","Secondary/High School","USA","United States"
"da719d3b79da5da73425de9336f85ccdcf96f1ef","f","1986","Doctorate","KEN","Kenya"
"508e61d603d51b0c5dfd40e40c5fd33f9c5c44eb","m","1987","Bachelors","KEN","Kenya"
"2098660e62e45dc0a21132f042d9b55b569338c8","m","1993","Bachelors","DEU","Germany"
"c3db9efa240542347bfa89cb23b24e3dece1ba86","m","1959","Associates","USA","United States"
"d784f977ba7714030b854a4c7aa6f48b1a42e3d1","m","1995","Secondary/High School","ZZZ","Reserved"
"05ba4c9a554997f9e42d24bdcfa605629e1bc7aa","f","1996","Secondary/High School","JPN","Japan"
"ea6bf7069eba45f87c092192da7b0adcdb69e287","m","1972","Bachelors","USA","United States"
"99a6fd48bb263b18f7d31254fa597adbb5b231f6","m","1989","Masters or professional degree","BLR","Belarus"
"99a6fd48bb263b18f7d31254fa597adbb5b231f6","m","1989","Masters or professional degree","CZE","Czech Republic"
"99a6fd48bb263b18f7d31254fa597adbb5b231f6","m","1989","Masters or professional degree","POL","Poland"
"c2e9ed38fedb9c00cf84dabd2b1b71dd6d09f315","f","1997","Secondary/High School","USA","United States"
"1f24ccebe0f7e57807ee49566b14e4224f4236ae","m","1987","Masters or professional degree","IND","India"
"656c9c4428f7471225158bf3f6df6bddf6df11a2","",\N,"User withheld","CHN","China"
"c1eb3410e87329ef862f64e0ce50fa25cb206e97","",\N,"User withheld","NLD","Netherlands"
"3087107a509f3904107660fdb74d4d8a25aa1a3f","f","1988","Bachelors","IND","India"
"6ec85566bb45b6b40bd571ec5ee9a0b109f7b079","m","1999","Secondary/High School","USA","United States"
"da95005d949dd09dccaebdf4817e8ca997c8c8a8","f","1981","Masters or professional degree","GBR","United Kingdom"
"5599c9430dfbd9240a04e1602c148bac70de46dc","m","1997","Secondary/High School","IND","India"
"ffb6dc4f5087e6ba93b38d2809e45b6f6929bfd9","f","1981","Masters or professional degree","ETH","Ethiopia"
"6ba2f8468b6783ca4cb0705dd48f6b495cf6d8c1","m","1998","Secondary/High School","IND","India"
"d333eb989e9f7a1c4768e76e3f8775c7873e7a50","",\N,"User withheld","SGP","Singapore"
"d333eb989e9f7a1c4768e76e3f8775c7873e7a50","",\N,"User withheld","NZL","New Zealand"
"9946101186158aa403047980b1ec26aa278e4a88","m","1984","Bachelors","AUS","Australia"
"bfd1e14a9801e80409f1e9ded10796732b451f64","m","1973","Bachelors","GBR","United Kingdom"
"bfd1e14a9801e80409f1e9ded10796732b451f64","m","1973","Bachelors","ARE","United Arab Emirates"
"50fd2bf1d02ed20e884252694a5bb8abeb1c1ff4","f","1967","Masters or professional degree","USA","United States"
"667d3df87dd4bb0ad08b81e0d2937d0bf68fb208","m","1981","Associates","USA","United States"
"0e96a08a754402dfafe1d209607e22a65262e7c1","m","1987","Bachelors","BRA","Brazil"
"5bb00ba0d47971136719bc68e2452432a2249388","m","1987","Bachelors","BOL","Bolivia"
"d4bb7e4e63f2169a8156990bbccc1ab6d9f2f4c1","m","1993","Bachelors","IND","India"
"63d478fc97763f2691a858d4c054637fbf1df643","m","1989","Bachelors","OMN","Oman"
"c74cff877ccfb3cf21ba0d919e7218f7fd96c141","",\N,"User withheld","PHL","Philippines"
"57d8017661fb456a89d9287b195f879a0dc1c4c4","f","1984","Bachelors","USA","United States"
"5e56ced7712b6adbdfb77585a21ca21d53da6eef","f","2000","Junior secondary/junior high/middle School","USA","United States"
"a3e7536eb650a6f5bd168f7d9ff04166cc0a6698","m","1969","Bachelors","GBR","United Kingdom"
"bf2404ed3511f756be21d74811a310fd36ccf997","m","1995","Secondary/High School","ZZZ","Reserved"
"bf2404ed3511f756be21d74811a310fd36ccf997","m","1995","Secondary/High School","IND","India"
"bf2404ed3511f756be21d74811a310fd36ccf997","m","1995","Secondary/High School","USA","United States"
"85394ca90434bbe77006af12d2b50311ef9c8bfd","m","1985","Bachelors","USA","United States"
"552a9d5e3b670c8d9e993d32807afd58ebf567c3","m","1975","Masters or professional degree","USA","United States"
"1d2b92b250e5d596214df7c2d23813f476d4c848","m","1989","Secondary/High School","SWE","Sweden"
"56d534954cad974cec17728d45e79840b4c16cbd","m","1998","Junior secondary/junior high/middle School","USA","United States"
"b7cee2cb17ab273df5c9a5a047a08531c56afac1","m","1978","Masters or professional degree","ZZZ","Reserved"
"9daded7b0e08e3bbdd651c4789508f48f3c63036","m","2000","Junior secondary/junior high/middle School","MYS","Malaysia"
"38990887723fe87d2dcfb377a1dc8e904f3c8b97","",\N,"User withheld","ESP","Spain"
"7250b8e71845bcfb2ebae067e6fd573f2f15b2bf","",\N,"User withheld","USA","United States"
"1734293bc607ad42ac034d61e9057ce40bef0cc6","m","1995","Secondary/High School","VNM","Viet Nam"
"b5e95a9f294fbdbda5d85f4e6eb2ac2c183427d8","m","1940","Doctorate","USA","United States"
"27c3f60e00dcfba639a90e86c54ba7559501b625","m","1984","Bachelors","SGP","Singapore"
"226f73de044a1242455cf4ea27ca5ee58781cf63","f","1982","Masters or professional degree","USA","United States"
"a47d9b701332178ded4452120ee26345d4bc7da1","",\N,"User withheld","IND","India"
"a47d9b701332178ded4452120ee26345d4bc7da1","",\N,"User withheld","CAN","Canada"
"a47d9b701332178ded4452120ee26345d4bc7da1","",\N,"User withheld","USA","United States"
"0eeb3bc899489cf1e787ccbc47efa8fee309d2cc","f","1975","Masters or professional degree","BRA","Brazil"
"db2bca2374536d4231dbdf7e657ada0f093e8510","m","1997","Secondary/High School","IND","India"
"4242b118af073408cfb26c6e317a6fddc5ea2a48","m","1995","Secondary/High School","USA","United States"
"16ab086e8f719e46e12a57589089c22edadcd715","m","1993","Bachelors","USA","United States"
"9197a5effc9474ab00932f7863100d28239e4963","f","2001","Elementary/Primary School","TTO","Trinidad and Tobago"
"5230e1980ad1d20d518dd754a58f7f16ea6d9d13","f","1965","Masters or professional degree","USA","United States"
"5230e1980ad1d20d518dd754a58f7f16ea6d9d13","f","1965","Masters or professional degree","ZZZ","Reserved"
"7098876a84b10b55c7a166106b78c7b9283aaf97","m","1974","Masters or professional degree",\N,\N
"26693663368accd05207faa2922b28a47629add3","f","2000","Secondary/High School","ARE","United Arab Emirates"
"782d1eccdf1bd812e0554caa53bf2fee4cca568e","f","1991","Masters or professional degree","RUS","Russian Federation"
"782d1eccdf1bd812e0554caa53bf2fee4cca568e","f","1991","Masters or professional degree","GRC","Greece"
"782d1eccdf1bd812e0554caa53bf2fee4cca568e","f","1991","Masters or professional degree","ARM","Armenia"
"6e72976dc42921ecd26ad19fd2414a7ed444f508","m","1992","Masters or professional degree","USA","United States"
"e62105a79ebad8cc21f85af666923bbfe175a3fc","f","1997","Secondary/High School","KEN","Kenya"
"3e923f5ff4591d8dd9d1af3634db0f52befdbac9","m","1991","Bachelors","IND","India"
"d651dc1ff9bc575a89af136d791cbc96ded7ba5f","m","1979","Bachelors","SAU","Saudi Arabia"
"f6ef6daea1e5527225e620b068ebd546c1188114","f","1994","Secondary/High School","ROM","Romania"
"52dc361dae5747635f7e23bf12cf4b982a576b1d","m","1996","Secondary/High School","NLD","Netherlands"
"71167dd364457599d0344f5df8afbd4807daa349","m","2000","Junior secondary/junior high/middle School","USA","United States"
"029cf377ba708920a218d51e017f2e5374c7b5a5","m","1996","Secondary/High School","USA","United States"
"36e67add5c78d19a73a9ae6cd242e83f0cf46eeb","f","1997","Secondary/High School","NZL","New Zealand"
"aabaaf8ab4c443b223db8e88986bf267162bddb9","m","1989","Bachelors","USA","United States"
"10808c61126e3c131d330ba25544b06efc14af7b","m","1981","Masters or professional degree","USA","United States"
"8065c33bc9c17344aa55d7b2e0473ebc6923e74b","f","1985","Masters or professional degree","USA","United States"
"42317715687b3257a3e9e4740eef62fb99f7303a","f","1992","Bachelors","IND","India"
"cf37cac9d63903a7a9d4ce7c82a96db171a9a801","m","1996","Elementary/Primary School","CZE","Czech Republic"
"3883dd82205a6901cd56d74924347410d730bf65","f","1995","Secondary/High School","IND","India"
"3883dd82205a6901cd56d74924347410d730bf65","f","1995","Secondary/High School","ZZZ","Reserved"
"f76fd83cd54762530d9fbce12bb47b559ecbf62c","f","1990","Secondary/High School","USA","United States"
"1b6df1c1e465cbf435d3f5b93a0dd9ccdaf69bb0","m","1986","Secondary/High School","DEU","Germany"
"a26d554f4452218dd516c158e2c781d07dbb5f0e","","1994","Bachelors","CHN","China"
"e5c48253d9495effe004abf4b8acdb0e91b5095e","m","1998","Secondary/High School","USA","United States"
"e5c48253d9495effe004abf4b8acdb0e91b5095e","m","1998","Secondary/High School","ZZZ","Reserved"
"e8b1d8bddb94b1e018f0f185e08da64f849898d0","m","1985","Bachelors","BRA","Brazil"
"38d57af0a10b8113e19a5fffb7c2c97f0dd42f8a","m","1996","Secondary/High School","ZZZ","Reserved"
"38d57af0a10b8113e19a5fffb7c2c97f0dd42f8a","m","1996","Secondary/High School","ZAF","South Africa"
"a5544b98c98d9a3d4307ca5655f2572d9f737505","m","1992","Bachelors","IND","India"
"a5544b98c98d9a3d4307ca5655f2572d9f737505","m","1992","Bachelors","ZZZ","Reserved"
"789be3ae2f94e9f9bdbb96a6424238fdfa459547","m","1985","Masters or professional degree","IND","India"
"d621aad81d6fe5030b1f96a7976497e166df5d5c","m","1995","Secondary/High School","IND","India"
"8eae0b925de310dcaacf5f61cda5e2bb79884dbf","f","1984","Masters or professional degree","USA","United States"
"dedca6609a3058cc64f7f0782669b1552c4915eb","f",\N,"Bachelors",\N,\N
"8786f06ca4f4088d1fdbf2a29f6ca6b715375b03","m","1997","Secondary/High School","USA","United States"
"75b6b13d546b6194d9d27733449f78fdde9fba98","m","1990","Bachelors","IND","India"
"b34ed4ed2be63d8634509a7c90bd72d02aaa037e","f","1992","Bachelors","ZZZ","Reserved"
"976ccc9ed92d3f560aa8acdb01836bda73fda2a6","m","1951","Bachelors","USA","United States"
"682b2b5a18f8f2d0eefbb8a13fd27c16e59e0a83","",\N,"User withheld","USA","United States"
"d5ec8129c19167d67f748e1cc2f0f27233f112d4","m","1976","Masters or professional degree","USA","United States"
"b25cee04ce0393423ca74f02db5025238e8655a8","f","1998","Secondary/High School","USA","United States"
"58918caa26a88986ec7f159d3278f075e3d9c1ba","f","1985","Bachelors","USA","United States"
"64638a259f9de85feb1ae77e7b5d1505bad8cf9f","m","1987","Bachelors","KOR","Korea Republic of"
"8d0b1a30a0272c2aa5225aceb90bc2153e8fc8c3","m","1997","Secondary/High School","GBR","United Kingdom"
"64c83cda0b75fb5d002493b26e0aa3ffff280502","m","1982","Masters or professional degree","CAN","Canada"
"96711d5a90ebc1da4d373b4b8dc0a913fa397e51","",\N,"User withheld","VNM","Viet Nam"
"7a0de61d5d6c654acb762cbb443e974ebb7a1a89","m","1995","Bachelors","TZA","Tanzania United Republic of"
"0c75453a7491cd91ac0d350ca5abcd8e2fc39b8e","f","1993","Bachelors","RUS","Russian Federation"
"47b0fe198512d856616a06e755b3ca6f393bc762","f","1998","Secondary/High School","USA","United States"
"485a3d37414ac621772166aee03ab17365faafc3","m","1997","Secondary/High School","USA","United States"
"31ba2ea2952cd917fa0ac4f23d34578a828cbdc3","",\N,"User withheld","USA","United States"
"36f75144275935255a0036200d99de9c8dd46219","m","1982","Doctorate","USA","United States"
"36f75144275935255a0036200d99de9c8dd46219","m","1982","Doctorate","IRN","Iran (ISLAMIC Republic Of)"
"3e1e0f17c56bc7007608dda19cddc0f3cfb14a91","m","1993","Secondary/High School","IRL","Ireland"
"86a3b90e310c1d91ac11f297952e4b1aa94f4b82","",\N,"User withheld","USA","United States"
"08ef792a4eb1119224adab625a14299719c30b14","f","1991","Bachelors","USA","United States"
"d2bd0876e97471aeffe25da50a517f660bb868f3","m","2002","Junior secondary/junior high/middle School","USA","United States"
"aa090f69744183321a2e6fcf3847ca7926376ef7","m","1994","Associates","USA","United States"
"9abcecbc6796d3611b05d7e574b180e184079f27","f","1989","Secondary/High School","DEU","Germany"
"4663dade409b5fed994da794c668e6146836bbfa","m",\N,"Bachelors","USA","United States"
"7a371b27c8b9bc35a4409c289cfee96b6ee97a3c","m",\N,"User withheld","BRA","Brazil"
"2fa8b582c64cad18dd14fa069917918c0530a712","f","1984","Masters or professional degree","USA","United States"
"79085e49edfb73f1459a68d63ec9a9346b894276","m","1988","Masters or professional degree","USA","United States"
"3540b52e7cb9579e2b8400a812d0f0df69a8abbf","f","1991","Bachelors","USA","United States"
"69732e0bae3460b55a87d6349f75b11ecdd8dd33","m","1998","Secondary/High School","AUS","Australia"
"4acb771040dcd456763130d05399e2ba29edd50e","f","1990","Secondary/High School","CZE","Czech Republic"
"4735264809654387adaa209cd1c650a459972ccf","",\N,"User withheld","BRA","Brazil"
"876df4325b1a9688cffe5984a3215d12a022f2e9","f","1999","Secondary/High School","IND","India"
"3dcc38b073fdc9f3cf28914a803bef199240eb6a","m","1984","Masters or professional degree","USA","United States"
