,anon_screen_name,resource_display_name,module_id,activity_grade_id,first_submit,last_submit,module_type,Module,Week ,Act,Finalgrade,FinalScore
2254,70c390da2423d07ac325653dbb05afecc9ed57e3,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,26680594,1/09/2014 10:53,21/05/2015 12:10,video,The Basic Core of Economics,Week-1,L1,0.01,Fail
2255,70c390da2423d07ac325653dbb05afecc9ed57e3,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,26680327,1/09/2014 10:44,21/05/2015 12:24,problem,The Basic Core of Economics,Week-1,P-2,0.01,Fail
2256,70c390da2423d07ac325653dbb05afecc9ed57e3,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,26680326,1/09/2014 10:44,21/05/2015 12:10,problem,The Basic Core of Economics,Week-1,P-1 ,0.01,Fail
2257,70c390da2423d07ac325653dbb05afecc9ed57e3,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,48690397,21/05/2015 12:47,21/05/2015 13:00,problem,The Basic Core of Economics,Week-1,P-4,0.01,Fail
2258,70c390da2423d07ac325653dbb05afecc9ed57e3,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,26680328,1/09/2014 10:44,21/05/2015 12:46,problem,The Basic Core of Economics,Week-1,P-3 ,0.01,Fail
2259,81df255339be5a0ba7f8da239e7fd7d915971078,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,25296658,12/08/2014 9:58,24/05/2015 6:02,video,The Basic Core of Economics,Week-1,L1,0.91,Pass
2262,8e50ec24fdfd42830adf706086a3cb0a86014edf,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22878655,7/07/2014 14:09,28/05/2015 8:30,video,The Basic Core of Economics,Week-1,L1,0.02,Fail
2263,8e50ec24fdfd42830adf706086a3cb0a86014edf,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,22878414,7/07/2014 14:07,28/05/2015 8:30,problem,The Basic Core of Economics,Week-1,P-1 ,0.02,Fail
2264,4735788b5abe92db071d68cae442ddb220d53ddf,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,33568050,21/11/2014 21:17,1/06/2015 3:38,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2265,c5048a595d942c7952475d22b0af9f868c19caa1,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,24052041,24/07/2014 21:03,1/06/2015 20:11,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2266,7eb6c4341e014c2d58dcd1b4cbe12219e47d1414,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21773018,24/06/2014 13:07,2/06/2015 7:26,video,The Basic Core of Economics,Week-1,L1,0.15,Fail
2270,fc254a0be1bab8e8e312769a2a6b24ec87dad032,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,49362021,1/06/2015 20:10,5/06/2015 3:40,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2271,fc254a0be1bab8e8e312769a2a6b24ec87dad032,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,49362021,1/06/2015 20:10,7/06/2015 19:06,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2272,fc254a0be1bab8e8e312769a2a6b24ec87dad032,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,49360314,1/06/2015 19:57,1/06/2015 19:57,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2273,fc254a0be1bab8e8e312769a2a6b24ec87dad032,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,49360312,1/06/2015 19:57,1/06/2015 19:57,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2274,fc254a0be1bab8e8e312769a2a6b24ec87dad032,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,49360312,1/06/2015 19:57,7/06/2015 19:06,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2275,fc254a0be1bab8e8e312769a2a6b24ec87dad032,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,49360315,1/06/2015 19:57,1/06/2015 19:57,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
2276,11c16e5056d199b0c9caa08a8dd8d1d1825c8bf8,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,49762473,7/06/2015 21:27,7/06/2015 21:27,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2277,29cf396a228dfd955d070004ac8289d12d584685,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,49886084,9/06/2015 21:31,9/06/2015 21:35,video,The Basic Core of Economics,Week-1,L1,0.01,Fail
2278,b299dcaa0a98f31970fb4b75ee6179f373e2f463,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21819500,24/06/2014 18:36,10/06/2015 18:30,video,The Basic Core of Economics,Week-1,L1,0.02,Fail
2279,b299dcaa0a98f31970fb4b75ee6179f373e2f463,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,21818820,24/06/2014 18:30,10/06/2015 18:30,problem,The Basic Core of Economics,Week-1,P-1 ,0.02,Fail
2280,b299dcaa0a98f31970fb4b75ee6179f373e2f463,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,21818822,24/06/2014 18:30,11/06/2015 4:45,problem,The Basic Core of Economics,Week-1,P-3 ,0.02,Fail
2281,a3888c766774877053f5a484addef5b6dbb86f80,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,50521404,21/06/2015 9:24,21/06/2015 9:41,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2282,a3888c766774877053f5a484addef5b6dbb86f80,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,50521274,21/06/2015 9:16,21/06/2015 9:16,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2283,a3888c766774877053f5a484addef5b6dbb86f80,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,50521273,21/06/2015 9:16,21/06/2015 9:50,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2284,a3888c766774877053f5a484addef5b6dbb86f80,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,50521275,21/06/2015 9:16,21/06/2015 9:16,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
2285,1d081d9cf161b3dce925152ee287b055185a1c4e,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22058125,27/06/2014 11:40,21/06/2015 17:28,video,The Basic Core of Economics,Week-1,L1,0.96,Pass
2286,b730ea6b5f427683081d769f72126bbe443b56e8,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21997107,26/06/2014 14:24,21/06/2015 23:45,video,The Basic Core of Economics,Week-1,L1,0.13,Fail
2288,40ca2741c5027187d23c9267a9a922337d3f010f,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,50821682,25/06/2015 17:02,25/06/2015 17:05,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2289,40ca2741c5027187d23c9267a9a922337d3f010f,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,50821613,25/06/2015 17:01,25/06/2015 17:01,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2290,40ca2741c5027187d23c9267a9a922337d3f010f,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,50821612,25/06/2015 17:01,25/06/2015 17:01,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2291,40ca2741c5027187d23c9267a9a922337d3f010f,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,50821614,25/06/2015 17:01,25/06/2015 17:01,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
2292,8dce0d46aa280ee1d20f1ed3a1cac913ed40fb5d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,25276671,12/08/2014 1:59,25/06/2015 21:33,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2293,858297fe4e3ce6d811857030374051d9266782a5,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,26705153,1/09/2014 19:01,1/07/2015 2:54,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2299,01494288a5ff7efce6e88f56eed694345c5d4bff,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,24003601,24/07/2014 4:46,1/07/2015 3:15,video,The Basic Core of Economics,Week-1,L1,0.05,Fail
2303,282d2f9d1659178305bddc4e1d999588eae91682,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22341148,1/07/2014 4:53,2/07/2015 2:23,video,The Basic Core of Economics,Week-1,L1,0.03,Fail
2304,22019c6f56a56d922311288bd286939c28df8255,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,51353726,7/07/2015 4:08,7/07/2015 4:08,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2305,22019c6f56a56d922311288bd286939c28df8255,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,51352203,7/07/2015 3:14,7/07/2015 3:14,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2306,22019c6f56a56d922311288bd286939c28df8255,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,51352202,7/07/2015 3:14,7/07/2015 3:14,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2307,22019c6f56a56d922311288bd286939c28df8255,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,51352204,7/07/2015 3:14,7/07/2015 7:35,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
2308,7a194eaafc43abb777dd1193b655a83e416e60bb,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,24397186,29/07/2014 14:28,7/07/2015 16:36,video,The Basic Core of Economics,Week-1,L1,0.01,Fail
2311,338c087387ea5aeba4358826d6a12492e3fb1a63,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,51572684,12/07/2015 13:13,12/07/2015 13:13,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2312,338c087387ea5aeba4358826d6a12492e3fb1a63,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,51572259,12/07/2015 12:54,30/07/2015 7:59,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2313,338c087387ea5aeba4358826d6a12492e3fb1a63,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,51572258,12/07/2015 12:54,12/07/2015 13:13,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2314,338c087387ea5aeba4358826d6a12492e3fb1a63,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,51572260,12/07/2015 12:54,30/07/2015 8:18,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
2315,3781fb6eadb2e7dd9843f17e5f8d6dede54e0ea4,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,51644605,14/07/2015 10:54,14/07/2015 10:55,video,The Basic Core of Economics,Week-1,L1,0.87,Pass
2325,3be6733e40ed703d58ff26b045a02b95a9a7a377,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22572301,2/07/2014 16:33,20/07/2015 18:39,video,The Basic Core of Economics,Week-1,L1,0.02,Fail
2326,d567be88043d597cfc302106eac12269a318c972,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22824664,6/07/2014 18:45,2/08/2015 12:20,video,The Basic Core of Economics,Week-1,L1,0.9,Pass
2327,835e55574729560eb043acac27892c973694cc5e,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21912931,25/06/2014 13:15,15/08/2015 13:45,video,The Basic Core of Economics,Week-1,L1,0.03,Fail
2328,835e55574729560eb043acac27892c973694cc5e,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,21912461,25/06/2014 13:07,15/08/2015 13:45,problem,The Basic Core of Economics,Week-1,P-1 ,0.03,Fail
2329,6a32c674c4bafa733a5cc0d0e540592e5dbd4d57,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,52824824,16/08/2015 8:37,16/08/2015 8:37,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2330,6a32c674c4bafa733a5cc0d0e540592e5dbd4d57,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,22278281,30/06/2014 21:56,16/08/2015 8:37,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2346,281110fd06d8e18c5943833844022ab346cd97ac,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,29225464,30/09/2014 6:17,16/08/2015 15:49,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2347,2132a9e54b6c234b84de60937605641cae95fa45,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21826305,24/06/2014 19:29,21/08/2015 1:10,video,The Basic Core of Economics,Week-1,L1,0.91,Pass
2348,2132a9e54b6c234b84de60937605641cae95fa45,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21826305,24/06/2014 19:29,4/09/2015 6:47,video,The Basic Core of Economics,Week-1,L1,0.91,Pass
2349,0b3ef9538f3df83d88739a9aacdf6fb72dc3625b,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,23152573,11/07/2014 15:27,14/09/2015 0:07,video,The Basic Core of Economics,Week-1,L1,0.01,Fail
2350,f6d9d9e7e06d734b64792836bfe1275374e05162,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,55330436,3/10/2015 17:01,3/10/2015 17:12,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2351,f6d9d9e7e06d734b64792836bfe1275374e05162,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,55330414,3/10/2015 17:00,3/10/2015 17:00,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2352,f6d9d9e7e06d734b64792836bfe1275374e05162,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,55330413,3/10/2015 17:00,3/10/2015 17:12,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2353,f6d9d9e7e06d734b64792836bfe1275374e05162,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,55330415,3/10/2015 17:00,3/10/2015 17:00,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
2354,5bcfbd29d6359f20c152b71378a8296a08e840ed,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22111053,28/06/2014 10:43,23/10/2015 23:14,video,The Basic Core of Economics,Week-1,L1,0.1,Fail
2355,5bcfbd29d6359f20c152b71378a8296a08e840ed,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22111053,28/06/2014 10:43,24/10/2015 8:50,video,The Basic Core of Economics,Week-1,L1,0.1,Fail
2356,c4102bb49311f9121df9da2c6eebfe183543db0f,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22811386,6/07/2014 14:23,14/12/2015 17:32,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2357,c4102bb49311f9121df9da2c6eebfe183543db0f,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,22811180,6/07/2014 14:16,14/12/2015 17:33,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2358,bf8b8ff7d759f12457118599fe5696998b7d4986,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,57793717,22/12/2015 4:19,22/12/2015 4:20,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2359,bf8b8ff7d759f12457118599fe5696998b7d4986,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,22288803,30/06/2014 22:45,22/12/2015 4:29,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2364,46c8c76dd45964cd498fc81f2a3bf2b628c716e5,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22743248,5/07/2014 3:07,23/12/2015 7:57,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2365,46c8c76dd45964cd498fc81f2a3bf2b628c716e5,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,22743202,5/07/2014 3:05,23/12/2015 7:58,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2366,e29dc2414e118a262674c2acdbc28b2b0e9dbf93,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22658240,3/07/2014 16:48,4/01/2016 15:24,video,The Basic Core of Economics,Week-1,L1,0.58,Pass
2367,e29dc2414e118a262674c2acdbc28b2b0e9dbf93,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22658240,3/07/2014 16:48,2/06/2016 13:57,video,The Basic Core of Economics,Week-1,L1,0.58,Pass
2368,ae13f276446ee073e171a5945f44c46de1ca1da9,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,58414742,13/01/2016 23:53,13/01/2016 23:59,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2370,ae13f276446ee073e171a5945f44c46de1ca1da9,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,58414375,13/01/2016 23:46,13/01/2016 23:46,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2371,ae13f276446ee073e171a5945f44c46de1ca1da9,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,58414374,13/01/2016 23:46,13/01/2016 23:46,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2372,ae13f276446ee073e171a5945f44c46de1ca1da9,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,58414376,13/01/2016 23:46,13/01/2016 23:46,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
2373,4f4055d22e6e2e90970d07c2ee16b4e6c1360d4e,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21922228,25/06/2014 15:07,15/01/2016 18:34,video,The Basic Core of Economics,Week-1,L1,0.61,Pass
2375,b5a59834c090e56bdbb9e7b90566f0d1614fe9a0,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,59198092,31/01/2016 2:31,31/01/2016 2:31,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2376,b5a59834c090e56bdbb9e7b90566f0d1614fe9a0,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,59198070,31/01/2016 2:30,31/01/2016 2:30,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2377,b5a59834c090e56bdbb9e7b90566f0d1614fe9a0,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,59198069,31/01/2016 2:30,31/01/2016 2:30,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2378,b5a59834c090e56bdbb9e7b90566f0d1614fe9a0,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,59198071,31/01/2016 2:30,31/01/2016 2:30,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
2379,3325648721d424bc53e88ada6f937b7d59aa4465,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21980327,26/06/2014 8:29,1/02/2016 8:29,video,The Basic Core of Economics,Week-1,L1,0.03,Fail
2380,945d08b266c706d93d02c73129189b32ff25e043,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,60463477,1/03/2016 10:29,1/03/2016 10:29,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2381,945d08b266c706d93d02c73129189b32ff25e043,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,60462528,1/03/2016 10:21,1/03/2016 10:43,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
2382,945d08b266c706d93d02c73129189b32ff25e043,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,60462527,1/03/2016 10:21,1/03/2016 10:30,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
2383,945d08b266c706d93d02c73129189b32ff25e043,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,60466549,1/03/2016 11:00,1/03/2016 11:00,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
2384,945d08b266c706d93d02c73129189b32ff25e043,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,60462529,1/03/2016 10:21,1/03/2016 10:21,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
2385,8943713e5144d48681b92c8ce2af8684b1490541,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,60692808,4/03/2016 1:21,4/03/2016 1:21,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
2386,59ca5f19d2c367af58f77f3d13ee059774451206,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21781422,24/06/2014 14:06,8/03/2016 2:09,video,The Basic Core of Economics,Week-1,L1,0.77,Pass
2388,59ca5f19d2c367af58f77f3d13ee059774451206,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,21781008,24/06/2014 14:03,19/06/2015 14:43,problem,The Basic Core of Economics,Week-1,P-8 ,0.77,Pass
2389,59ca5f19d2c367af58f77f3d13ee059774451206,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,21781008,24/06/2014 14:03,14/03/2016 16:13,problem,The Basic Core of Economics,Week-1,P-8 ,0.77,Pass
2394,1b943e6945a6c4e033ddca41e22d412d1db96400,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21797633,24/06/2014 16:06,20/03/2016 18:23,video,The Basic Core of Economics,Week-1,L1,0.6,Pass
2395,1b943e6945a6c4e033ddca41e22d412d1db96400,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,21797095,24/06/2014 16:02,20/03/2016 18:26,problem,The Basic Core of Economics,Week-1,P-2,0.6,Pass
2396,1b943e6945a6c4e033ddca41e22d412d1db96400,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,21797094,24/06/2014 16:02,20/03/2016 18:25,problem,The Basic Core of Economics,Week-1,P-1 ,0.6,Pass
2397,1b943e6945a6c4e033ddca41e22d412d1db96400,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,22649201,3/07/2014 14:19,20/03/2016 18:38,problem,The Basic Core of Economics,Week-1,P-4,0.6,Pass
2399,b5dbcc2975e519c4f03c36968f4a01cb39a0d67a,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,25089851,8/08/2014 20:38,24/03/2016 18:05,video,The Basic Core of Economics,Week-1,L1,0.01,Fail
